date,open,high,low,close,adj_close,volume
2013-03-18,5816.75,5850.200195,5814.350098,5835.25,5835.25,102700
2013-03-19,5859.5,5863.600098,5724.299805,5745.950195,5745.950195,182300
2013-03-20,5740.549805,5745.299805,5682.299805,5694.399902,5694.399902,187600
2013-03-21,5705.899902,5757.75,5647.950195,5658.75,5658.75,179200
2013-03-22,5659.799805,5691.450195,5631.799805,5651.350098,5651.350098,165300
2013-03-25,5707.299805,5718.399902,5624.399902,5633.850098,5633.850098,150400
2013-03-26,5613.75,5655.299805,5612.049805,5641.600098,5641.600098,126500
2013-03-28,5647.75,5692.950195,5604.850098,5682.549805,5682.549805,209700
2013-04-01,5697.350098,5720.950195,5675.899902,5704.399902,5704.399902,97800
2013-04-02,5701.700195,5754.600098,5687.149902,5748.100098,5748.100098,106400
2013-04-03,5740.200195,5744.950195,5650.100098,5672.899902,5672.899902,140700
2013-04-04,5640.649902,5644.450195,5565.649902,5574.75,5574.75,134600
2013-04-05,5568.100098,5577.299805,5534.700195,5553.25,5553.25,137500
2013-04-08,5550.5,5569.200195,5537.049805,5542.950195,5542.950195,97000
2013-04-09,5568.75,5603.049805,5487.0,5495.100098,5495.100098,138200
2013-04-10,5536.25,5569.25,5477.200195,5558.700195,5558.700195,128600
2013-04-11,5601.649902,5610.649902,5542.850098,5594.0,5594.0,146800
2013-04-12,5520.700195,5544.5,5494.899902,5528.549805,5528.549805,127300
2013-04-15,5508.5,5592.850098,5500.299805,5568.399902,5568.399902,142900
2013-04-16,5562.450195,5699.25,5555.850098,5688.950195,5688.950195,142700
2013-04-17,5708.649902,5732.149902,5669.0,5688.700195,5688.700195,154600
2013-04-18,5682.700195,5794.350098,5681.850098,5783.100098,5783.100098,149900
2013-04-22,5789.850098,5844.850098,5789.799805,5834.399902,5834.399902,135100
2013-04-23,5843.100098,5844.299805,5791.549805,5836.899902,5836.899902,132200
2013-04-25,5856.100098,5924.600098,5853.299805,5916.299805,5916.299805,199600
2013-04-26,5899.75,5907.049805,5860.5,5871.450195,5871.450195,141300
2013-04-29,5877.600098,5918.649902,5868.799805,5904.100098,5904.100098,118900
2013-04-30,5932.600098,5962.299805,5867.799805,5930.200195,5930.200195,153200
2013-05-02,5911.399902,6019.450195,5910.950195,5999.350098,5999.350098,162400
2013-05-03,5993.5,6000.299805,5930.149902,5944.0,5944.0,145800
2013-05-06,5944.899902,5976.5,5928.450195,5971.049805,5971.049805,110200
2013-05-07,5983.450195,6050.5,5982.950195,6043.549805,6043.549805,136400
2013-05-08,6064.149902,6083.549805,6024.950195,6069.299805,6069.299805,122300
2013-05-09,6078.350098,6084.700195,6040.450195,6050.149902,6050.149902,110000
2013-05-10,6046.25,6105.299805,6045.600098,6094.75,6094.75,111400
2013-05-13,6098.200195,6104.950195,5972.899902,5980.450195,5980.450195,107900
2013-05-14,5989.700195,6026.200195,5970.049805,5995.399902,5995.399902,119300
2013-05-15,6018.850098,6157.100098,6018.850098,6146.75,6146.75,153900
2013-05-16,6128.25,6187.299805,6128.25,6169.899902,6169.899902,158600
2013-05-17,6172.950195,6199.950195,6146.149902,6187.299805,6187.299805,147300
2013-05-20,6198.0,6229.450195,6146.049805,6156.899902,6156.899902,122300
2013-05-21,6152.350098,6180.25,6102.350098,6114.100098,6114.100098,130600
2013-05-22,6127.049805,6147.600098,6074.450195,6094.5,6094.5,133800
2013-05-23,6050.399902,6081.450195,5955.700195,5967.049805,5967.049805,198900
2013-05-24,6010.700195,6015.299805,5936.799805,5983.549805,5983.549805,161600
2013-05-27,5989.399902,6099.899902,5975.549805,6083.149902,6083.149902,115100
2013-05-28,6086.350098,6127.649902,6055.399902,6111.25,6111.25,139700
2013-05-29,6120.450195,6125.049805,6069.799805,6104.299805,6104.299805,120200
2013-05-30,6072.149902,6133.75,6072.149902,6124.049805,6124.049805,194100
2013-05-31,6098.700195,6106.25,5975.549805,5985.950195,5985.950195,175300
2013-06-03,5997.350098,6011.0,5916.350098,5939.299805,5939.299805,112100
2013-06-04,5941.100098,5981.600098,5910.25,5919.450195,5919.450195,114500
2013-06-05,5908.299805,5935.200195,5883.700195,5923.850098,5923.850098,110200
2013-06-06,5895.0,5956.549805,5869.5,5921.399902,5921.399902,114200
2013-06-07,5900.049805,5972.700195,5871.299805,5881.0,5881.0,118300
2013-06-10,5907.899902,5931.649902,5857.399902,5878.0,5878.0,100100
2013-06-11,5848.75,5868.049805,5780.350098,5788.799805,5788.799805,180900
2013-06-12,5771.75,5792.899902,5738.600098,5760.200195,5760.200195,140400
2013-06-13,5709.350098,5729.850098,5683.100098,5699.100098,5699.100098,142000
2013-06-14,5748.950195,5819.399902,5739.399902,5808.399902,5808.399902,124400
2013-06-17,5820.399902,5854.899902,5770.25,5850.049805,5850.049805,107200
2013-06-18,5841.899902,5863.399902,5804.299805,5813.600098,5813.600098,117500
2013-06-19,5805.75,5828.399902,5777.899902,5822.25,5822.25,115500
2013-06-20,5754.149902,5755.0,5645.649902,5655.899902,5655.899902,198400
2013-06-21,5639.899902,5686.149902,5616.850098,5667.649902,5667.649902,182400
2013-06-24,5638.049805,5640.0,5566.25,5590.25,5590.25,193500
2013-06-25,5606.950195,5666.25,5570.25,5609.100098,5609.100098,196600
2013-06-26,5627.950195,5635.25,5579.350098,5588.700195,5588.700195,160100
2013-06-27,5647.950195,5699.350098,5630.950195,5682.350098,5682.350098,239000
2013-06-28,5749.5,5852.950195,5749.5,5842.200195,5842.200195,214400
2013-07-01,5834.100098,5904.350098,5822.200195,5898.850098,5898.850098,144800
2013-07-02,5885.5,5898.799805,5852.299805,5857.549805,5857.549805,145700
2013-07-03,5811.950195,5815.0,5760.399902,5770.899902,5770.899902,160500
2013-07-04,5794.75,5848.200195,5786.049805,5836.950195,5836.950195,151900
2013-07-05,5889.950195,5900.450195,5858.450195,5867.899902,5867.899902,123600
2013-07-08,5833.149902,5833.850098,5775.549805,5811.549805,5811.549805,127600
2013-07-09,5834.600098,5864.950195,5834.600098,5859.0,5859.0,110400
2013-07-10,5869.899902,5879.350098,5802.850098,5816.700195,5816.700195,117500
2013-07-11,5894.5,5948.850098,5887.950195,5935.100098,5935.100098,120200
2013-07-12,6000.5,6019.0,5951.149902,6009.0,6009.0,127700
2013-07-15,5991.200195,6038.200195,5980.950195,6030.799805,6030.799805,116300
2013-07-16,5930.799805,5966.049805,5910.950195,5955.25,5955.25,151200
2013-07-17,5972.25,5989.799805,5926.75,5973.299805,5973.299805,191500
2013-07-18,5984.700195,6051.100098,5974.549805,6038.049805,6038.049805,171700
2013-07-19,6057.200195,6066.850098,6020.25,6029.200195,6029.200195,163300
2013-07-22,6009.75,6064.149902,6004.25,6031.799805,6031.799805,115200
2013-07-23,6064.299805,6093.350098,6061.299805,6077.799805,6077.799805,126500
2013-07-24,6032.200195,6047.25,5962.600098,5990.5,5990.5,151900
2013-07-25,5970.399902,5990.649902,5896.399902,5907.5,5907.5,237100
2013-07-26,5937.950195,5944.5,5869.5,5886.200195,5886.200195,174500
2013-07-29,5869.950195,5886.0,5825.799805,5831.649902,5831.649902,173400
2013-07-30,5836.049805,5861.299805,5747.600098,5755.049805,5755.049805,181500
2013-07-31,5738.350098,5752.100098,5675.75,5742.0,5742.0,235500
2013-08-01,5776.899902,5808.5,5676.850098,5727.850098,5727.850098,216800
2013-08-02,5750.049805,5761.850098,5649.0,5677.899902,5677.899902,222500
2013-08-05,5682.399902,5721.0,5661.5,5685.399902,5685.399902,197200
2013-08-06,5664.899902,5664.899902,5521.799805,5542.25,5542.25,216200
2013-08-07,5549.299805,5561.450195,5486.850098,5519.100098,5519.100098,245000
2013-08-08,5510.049805,5577.600098,5510.049805,5565.649902,5565.649902,204900
2013-08-12,5606.700195,5644.100098,5557.100098,5612.399902,5612.399902,195700
2013-08-13,5600.25,5704.75,5578.899902,5699.299805,5699.299805,223000
2013-08-14,5715.399902,5754.549805,5690.200195,5742.299805,5742.299805,223700
2013-08-16,5705.450195,5716.600098,5496.049805,5507.850098,5507.850098,248100
2013-08-19,5497.549805,5499.649902,5360.649902,5414.75,5414.75,219700
2013-08-20,5353.450195,5417.799805,5306.350098,5401.450195,5401.450195,261100
2013-08-21,5494.450195,5504.100098,5268.450195,5302.549805,5302.549805,255000
2013-08-22,5282.799805,5418.950195,5254.049805,5408.450195,5408.450195,284500
2013-08-23,5428.75,5478.799805,5377.799805,5471.75,5471.75,251500
2013-08-26,5499.399902,5528.700195,5454.450195,5476.5,5476.5,242000
2013-08-27,5426.5,5427.399902,5274.25,5287.450195,5287.450195,306000
2013-08-28,5233.450195,5317.700195,5118.850098,5285.0,5285.0,336000
2013-08-29,5316.5,5428.899902,5303.0,5409.049805,5409.049805,326500
2013-08-30,5407.450195,5493.299805,5360.200195,5471.799805,5471.799805,336400
2013-09-02,5480.25,5564.899902,5478.850098,5550.75,5550.75,214200
2013-09-03,5574.700195,5580.950195,5323.75,5341.450195,5341.450195,250300
2013-09-04,5358.649902,5460.25,5318.899902,5448.100098,5448.100098,237200
2013-09-05,5553.75,5625.75,5552.700195,5592.950195,5592.950195,274900
2013-09-06,5617.450195,5688.600098,5566.149902,5680.399902,5680.399902,253000
2013-09-10,5738.5,5904.850098,5738.200195,5896.75,5896.75,275200
2013-09-11,5887.25,5924.350098,5832.700195,5913.149902,5913.149902,265000
2013-09-12,5931.149902,5932.0,5815.799805,5850.700195,5850.700195,273000
2013-09-13,5828.0,5884.299805,5822.899902,5850.600098,5850.600098,190800
2013-09-16,5930.299805,5957.25,5798.149902,5840.549805,5840.549805,219500
2013-09-17,5824.200195,5857.799805,5804.899902,5850.200195,5850.200195,157900
2013-09-18,5872.75,5916.899902,5840.200195,5899.450195,5899.450195,153600
2013-09-19,6044.149902,6142.5,6040.149902,6115.549805,6115.549805,287200
2013-09-20,6104.549805,6130.950195,5932.850098,6012.100098,6012.100098,318600
2013-09-23,5945.799805,5989.399902,5871.399902,5889.75,5889.75,188300
2013-09-24,5855.0,5938.399902,5854.549805,5892.450195,5892.450195,187600
2013-09-25,5901.549805,5910.549805,5811.100098,5873.850098,5873.850098,200200
2013-09-26,5872.799805,5917.649902,5864.100098,5882.25,5882.25,220600
2013-09-27,5905.549805,5909.200195,5819.299805,5833.200195,5833.200195,163100
2013-09-30,5801.049805,5810.200195,5718.5,5735.299805,5735.299805,155700
2013-10-01,5756.100098,5786.450195,5700.950195,5780.049805,5780.049805,159200
2013-10-03,5819.100098,5917.600098,5802.700195,5909.700195,5909.700195,199800
2013-10-04,5891.299805,5950.450195,5885.0,5907.299805,5907.299805,191500
2013-10-07,5889.049805,5912.0,5825.850098,5906.149902,5906.149902,156400
2013-10-08,5975.0,5981.700195,5913.0,5928.399902,5928.399902,158500
2013-10-09,5893.25,6015.5,5877.100098,6007.450195,6007.450195,192000
2013-10-10,6001.049805,6033.950195,5979.799805,6020.950195,6020.950195,159600
2013-10-11,6104.850098,6107.600098,6046.399902,6096.200195,6096.200195,180800
2013-10-14,6093.0,6124.100098,6082.899902,6112.700195,6112.700195,142200
2013-10-15,6147.549805,6156.299805,6056.549805,6089.049805,6089.049805,218300
2013-10-17,6098.5,6110.75,6032.549805,6045.850098,6045.850098,230600
2013-10-18,6070.899902,6201.450195,6070.899902,6189.350098,6189.350098,250300
2013-10-21,6202.0,6218.950195,6163.299805,6204.950195,6204.950195,197000
2013-10-22,6192.299805,6220.100098,6181.799805,6202.799805,6202.799805,161900
2013-10-23,6209.549805,6217.950195,6116.600098,6178.350098,6178.350098,188300
2013-10-24,6162.799805,6252.450195,6142.950195,6164.350098,6164.350098,148900
2013-10-25,6154.0,6174.75,6125.950195,6144.899902,6144.899902,144500
2013-10-28,6155.100098,6168.75,6094.100098,6101.100098,6101.100098,146300
2013-10-29,6107.549805,6228.049805,6079.200195,6220.899902,6220.899902,197300
2013-10-30,6230.799805,6269.200195,6222.600098,6251.700195,6251.700195,177600
2013-10-31,6237.149902,6309.049805,6235.899902,6299.149902,6299.149902,239600
2013-11-01,6289.75,6332.600098,6286.950195,6307.200195,6307.200195,191600
2013-11-05,6282.149902,6304.75,6244.299805,6253.149902,6253.149902,181100
2013-11-06,6260.549805,6269.700195,6208.700195,6215.149902,6215.149902,157100
2013-11-07,6228.899902,6288.950195,6180.799805,6187.25,6187.25,168800
2013-11-08,6170.149902,6185.149902,6120.950195,6140.75,6140.75,150100
2013-11-11,6110.399902,6141.649902,6067.75,6078.799805,6078.799805,146100
2013-11-12,6087.25,6108.700195,6011.75,6018.049805,6018.049805,153800
2013-11-13,5998.850098,6042.25,5972.450195,5989.600098,5989.600098,162500
2013-11-14,6037.0,6101.649902,6036.649902,6056.149902,6056.149902,154900
2013-11-18,6111.049805,6196.799805,6110.399902,6189.0,6189.0,164000
2013-11-19,6197.25,6212.399902,6180.200195,6203.350098,6203.350098,161500
2013-11-20,6186.850098,6204.350098,6106.950195,6122.899902,6122.899902,155800
2013-11-21,6096.5,6097.350098,5985.399902,5999.049805,5999.049805,137200
2013-11-22,6027.350098,6049.600098,5972.799805,5995.450195,5995.450195,134800
2013-11-25,6035.950195,6123.5,6035.950195,6115.350098,6115.350098,127200
2013-11-26,6099.25,6112.700195,6047.75,6059.100098,6059.100098,150700
2013-11-27,6062.700195,6074.0,6030.299805,6057.100098,6057.100098,124900
2013-11-28,6092.0,6112.950195,6068.299805,6091.850098,6091.850098,195300
2013-11-29,6103.899902,6182.5,6103.799805,6176.100098,6176.100098,190700
2013-12-02,6171.149902,6228.700195,6171.149902,6217.850098,6217.850098,145900
2013-12-03,6204.25,6225.399902,6191.399902,6201.850098,6201.850098,156900
2013-12-04,6187.950195,6209.149902,6149.899902,6160.950195,6160.950195,186200
2013-12-05,6262.450195,6300.549805,6232.0,6241.100098,6241.100098,186100
2013-12-06,6234.399902,6275.350098,6230.75,6259.899902,6259.899902,158500
2013-12-09,6415.0,6415.25,6345.0,6363.899902,6363.899902,198300
2013-12-10,6354.700195,6362.25,6307.549805,6332.850098,6332.850098,242400
2013-12-11,6307.200195,6326.600098,6280.25,6307.899902,6307.899902,148200
2013-12-12,6276.75,6286.850098,6230.549805,6237.049805,6237.049805,148500
2013-12-13,6201.299805,6208.600098,6161.399902,6168.399902,6168.399902,169700
2013-12-16,6168.350098,6183.25,6146.049805,6154.700195,6154.700195,146500
2013-12-17,6178.200195,6190.549805,6133.0,6139.049805,6139.049805,154200
2013-12-18,6129.950195,6236.0,6129.950195,6217.149902,6217.149902,243300
2013-12-19,6253.899902,6263.75,6150.700195,6166.649902,6166.649902,437000
2013-12-20,6179.950195,6284.5,6170.350098,6274.25,6274.25,172000
2013-12-23,6267.200195,6317.5,6266.950195,6284.5,6284.5,131200
2013-12-24,6296.450195,6301.5,6262.0,6268.399902,6268.399902,107600
2013-12-26,6270.100098,6302.75,6259.450195,6278.899902,6278.899902,182300
2013-12-27,6292.799805,6324.899902,6289.399902,6313.799805,6313.799805,96900
2013-12-30,6336.399902,6344.049805,6273.149902,6291.100098,6291.100098,101300
2013-12-31,6307.350098,6317.299805,6287.299805,6304.0,6304.0,103400
2014-01-02,6301.25,6358.299805,6211.299805,6221.149902,6221.149902,158100
2014-01-03,6194.549805,6221.700195,6171.25,6211.149902,6211.149902,139000
2014-01-06,6220.850098,6224.700195,6170.25,6191.450195,6191.450195,118300
2014-01-07,6203.899902,6221.5,6144.75,6162.25,6162.25,138600
2014-01-08,6178.049805,6192.100098,6160.350098,6174.600098,6174.600098,146900
2014-01-09,6181.700195,6188.049805,6148.25,6168.350098,6168.350098,150100
2014-01-10,6178.850098,6239.100098,6139.600098,6171.450195,6171.450195,159900
2014-01-13,6189.549805,6288.200195,6189.549805,6272.75,6272.75,135000
2014-01-14,6260.25,6280.350098,6234.149902,6241.850098,6241.850098,110200
2014-01-15,6265.950195,6325.200195,6265.299805,6320.899902,6320.899902,145900
2014-01-16,6341.350098,6346.5,6299.850098,6318.899902,6318.899902,153400
2014-01-17,6306.25,6327.100098,6246.350098,6261.649902,6261.649902,167700
2014-01-20,6261.75,6307.450195,6243.350098,6303.950195,6303.950195,122100
2014-01-21,6320.149902,6330.299805,6297.899902,6313.799805,6313.799805,141700
2014-01-22,6309.049805,6349.950195,6287.450195,6338.950195,6338.950195,137500
2014-01-23,6325.950195,6355.600098,6316.399902,6345.649902,6345.649902,120100
2014-01-24,6301.649902,6331.450195,6263.899902,6266.75,6266.75,160300
2014-01-27,6186.299805,6188.549805,6130.25,6135.850098,6135.850098,190400
2014-01-28,6131.850098,6163.600098,6085.950195,6126.25,6126.25,184100
2014-01-29,6161.0,6170.450195,6109.799805,6120.25,6120.25,146700
2014-01-30,6067.0,6082.850098,6027.25,6073.700195,6073.700195,208100
2014-01-31,6082.75,6097.850098,6067.350098,6089.5,6089.5,146700
2014-02-03,6058.799805,6074.850098,5994.450195,6001.799805,6001.799805,134900
2014-02-04,5947.600098,6017.799805,5933.299805,6000.899902,6000.899902,183300
2014-02-05,6004.25,6028.049805,5962.049805,6022.399902,6022.399902,166600
2014-02-06,6028.350098,6048.350098,5965.399902,6036.299805,6036.299805,185500
2014-02-07,6077.649902,6079.950195,6030.899902,6063.200195,6063.200195,181900
2014-02-10,6072.799805,6083.049805,6046.399902,6053.450195,6053.450195,133100
2014-02-11,6072.450195,6081.850098,6053.25,6062.700195,6062.700195,150500
2014-02-12,6085.350098,6106.600098,6077.399902,6084.0,6084.0,138500
2014-02-13,6087.549805,6094.399902,5991.100098,6001.100098,6001.100098,153700
2014-02-14,6023.75,6056.399902,5984.600098,6048.350098,6048.350098,140200
2014-02-18,6071.299805,6141.700195,6066.799805,6127.100098,6127.100098,126600
2014-02-19,6132.049805,6160.350098,6125.75,6152.75,6152.75,95200
2014-02-20,6127.149902,6129.100098,6086.450195,6091.450195,6091.450195,132100
2014-02-21,6108.299805,6159.649902,6108.0,6155.450195,6155.450195,112600
2014-02-24,6140.950195,6191.850098,6130.799805,6186.100098,6186.100098,144900
2014-02-25,6205.700195,6216.850098,6176.600098,6200.049805,6200.049805,146300
2014-02-26,6202.450195,6245.950195,6202.100098,6238.799805,6238.799805,181700
2014-02-28,6228.450195,6282.700195,6228.100098,6276.950195,6276.950195,180600
2014-03-03,6264.350098,6277.75,6212.25,6221.450195,6221.450195,144600
2014-03-04,6216.75,6302.149902,6215.700195,6297.950195,6297.950195,166800
2014-03-05,6328.450195,6336.25,6287.799805,6328.649902,6328.649902,160300
2014-03-06,6344.75,6406.600098,6339.700195,6401.149902,6401.149902,180700
2014-03-07,6413.950195,6537.799805,6413.549805,6526.649902,6526.649902,284900
2014-03-10,6491.700195,6562.200195,6487.350098,6537.25,6537.25,242100
2014-03-11,6537.350098,6562.850098,6494.25,6511.899902,6511.899902,239000
2014-03-12,6497.5,6546.149902,6487.299805,6516.899902,6516.899902,175000
2014-03-13,6491.75,6561.450195,6476.649902,6493.100098,6493.100098,167900
2014-03-14,6447.25,6518.450195,6432.700195,6504.200195,6504.200195,177300
2014-03-18,6532.450195,6574.950195,6497.649902,6516.649902,6516.649902,179300
2014-03-19,6530.0,6541.200195,6506.0,6524.049805,6524.049805,172500
2014-03-20,6508.350098,6523.649902,6473.25,6483.100098,6483.100098,142000
2014-03-21,6515.200195,6522.899902,6485.700195,6493.200195,6493.200195,189900
2014-03-24,6510.5,6591.5,6510.5,6583.5,6583.5,158400
2014-03-25,6550.100098,6595.549805,6544.850098,6589.75,6589.75,168100
2014-03-26,6615.649902,6627.450195,6580.600098,6601.399902,6601.399902,186600
2014-03-27,6613.100098,6673.950195,6599.5,6641.75,6641.75,312400
2014-03-28,6673.049805,6702.600098,6643.799805,6695.899902,6695.899902,184800
2014-03-31,6723.149902,6730.049805,6662.399902,6704.200195,6704.200195,220600
2014-04-01,6729.5,6732.25,6675.450195,6721.049805,6721.049805,177800
2014-04-02,6757.600098,6763.5,6723.600098,6752.549805,6752.549805,173300
2014-04-03,6772.049805,6776.75,6696.899902,6736.100098,6736.100098,197500
2014-04-04,6741.850098,6741.850098,6685.149902,6694.350098,6694.350098,155100
2014-04-07,6694.25,6725.149902,6650.399902,6695.049805,6695.049805,133900
2014-04-09,6722.0,6808.700195,6705.100098,6796.200195,6796.200195,169800
2014-04-10,6803.049805,6819.049805,6777.299805,6796.399902,6796.399902,191100
2014-04-11,6758.350098,6789.350098,6743.149902,6776.299805,6776.299805,140700
2014-04-15,6792.700195,6813.399902,6711.75,6733.100098,6733.100098,123200
2014-04-16,6727.25,6748.649902,6665.149902,6675.299805,6675.299805,119800
2014-04-17,6695.450195,6783.049805,6684.399902,6779.399902,6779.399902,131500
2014-04-21,6789.25,6825.450195,6786.899902,6817.649902,6817.649902,111800
2014-04-22,6822.899902,6838.0,6806.25,6815.350098,6815.350098,114700
2014-04-23,6823.25,6861.600098,6820.75,6840.799805,6840.799805,183000
2014-04-25,6855.799805,6869.850098,6772.850098,6782.75,6782.75,154300
2014-04-28,6778.549805,6786.25,6750.299805,6761.25,6761.25,118200
2014-04-29,6769.0,6779.700195,6708.649902,6715.25,6715.25,115500
2014-04-30,6724.950195,6780.149902,6656.799805,6696.399902,6696.399902,161100
2014-05-02,6709.950195,6737.649902,6689.5,6694.799805,6694.799805,114300
2014-05-05,6681.649902,6741.049805,6680.450195,6699.350098,6699.350098,105000
